item_id,order_id,product_id,quantity,unit_price,line_total
ITEM001606,ORD00377,PRD021,5,43,215
ITEM000330,ORD00076,PRD021,4,43,172
ITEM001884,ORD00440,PRD035,3,67,201
ITEM000253,ORD00061,PRD029,3,218,654
ITEM002987,ORD00685,PRD024,1,47,47
ITEM002270,ORD00524,PRD033,3,202,606
ITEM000167,ORD00038,PRD040,3,284,852
ITEM000798,ORD00181,PRD003,4,,
ITEM000010,ORD00003,PRD037,4,94,376
ITEM000546,ORD00130,PRD030,3,25,75
ITEM002015,ORD00472,PRD039,5,120,600
ITEM003772,ORD00852,PRD022,1,29,
ITEM002387,ORD00547,PRD034,1,125,125
ITEM004061,ORD00914,PRD036,3,54,162
ITEM002439,ORD00558,PRD035,4,67,268
ITEM001275,ORD00303,PRD016,4,77,308
ITEM000079,ORD00018,PRD016,5,77,385
ITEM004439,ORD01000,PRD021,3,43,129
ITEM000554,ORD00131,PRD032,4,100,400
ITEM004248,ORD00959,PRD007,3,51,153
ITEM003667,ORD00827,PRD001,2,431,862
ITEM001125,ORD00264,PRD005,5,48,240
ITEM002182,ORD00506,PRD012,5,21,105
ITEM002337,ORD00540,PRD015,4,35,140
ITEM002107,ORD00491,PRD007,2,5100,10200
ITEM001920,ORD00449,PRD036,5,54,270
ITEM000295,ORD00070,PRD012,3,21,
ITEM004142,ORD00934,PRD021,1,43,43
ITEM003114,ORD00713,PRD003,5,157,785
ITEM001739,ORD00403,PRD031,1,143,143
ITEM001917,ORD00448,PRD008,4,67,268
ITEM000276,ORD00067,PRD030,100,25,50
ITEM000756,ORD00173,PRD013,4,124,496
ITEM002328,ORD00537,PRD040,3,284,852
ITEM003380,ORD00767,PRD043,2,62,124
ITEM000321,ORD00074,PRD009,4,152,608
ITEM001713,ORD00399,PRD038,1,52,52
ITEM002981,ORD00683,PRD001,4,-431,0
ITEM001996,ORD00464,PRD018,2,43,86
ITEM000581,ORD00138,PRD037,3,94,282
ITEM001248,ORD00296,PRD007,2,51,102
ITEM002258,ORD00521,PRD001,4,431,1724
ITEM003961,ORD00893,PRD005,2,48,96
ITEM002862,ORD00659,PRD020,3,44,132
ITEM003992,ORD00898,PRD041,4,43,172
ITEM003849,ORD00868,PRD043,3,62,186
ITEM004300,ORD00967,PRD013,2,124,248
ITEM004077,ORD00917,PRD030,1,25,25
ITEM002235,ORD00516,PRD006,4,20,80
ITEM000529,ORD00124,PRD023,2,0,0
ITEM003568,ORD00807,PRD023,2,199,398
ITEM002281,ORD00527,PRD013,5,124,620
ITEM003808,ORD00859,PRD018,-1,43,43
ITEM001458,ORD00343,PRD021,3,43,129
ITEM001044,ORD00242,PRD002,1,128,128
ITEM003949,ORD00889,PRD032,5,,500
ITEM004257,ORD00960,PRD042,4,68,272
ITEM001450,ORD00342,PRD026,2,184,368
ITEM002131,ORD00495,PRD042,5,68,340
ITEM002424,ORD00554,PRD041,1,43,43
ITEM003172,ORD00723,PRD012,5,21,105
ITEM001931,ORD00452,PRD009,3,152,456
ITEM002175,ORD00504,PRD014,1,121,121
ITEM003019,ORD00692,PRD020,1,44,44
ITEM001025,ORD00239,PRD031,1,143,143
ITEM002684,ORD00616,PRD043,3,62,186
ITEM001377,ORD00327,PRD004,5,444,2220
ITEM001337,ORD00319,PRD040,2,284,568
ITEM004176,ORD00943,PRD007,4,,204
ITEM001495,ORD00351,PRD043,5,62,310
ITEM003723,ORD00837,PRD002,5,128,640
ITEM001333,ORD00317,PRD040,1,284,284
ITEM000186,ORD00045,PRD012,2,21,42
ITEM001201,ORD00284,PRD014,5,121,605
ITEM000763,ORD00174,PRD026,4,184,736
ITEM003026,ORD00693,PRD014,3,121,363
ITEM003724,ORD00837,PRD016,0,77,385
ITEM003193,ORD00728,PRD031,5,0,0
ITEM003764,ORD00849,PRD025,1,110,110
ITEM001515,ORD00358,PRD042,3,,204
ITEM000666,ORD00154,PRD007,-1,51,102
ITEM000312,ORD00072,PRD010,1,125,125
ITEM002090,ORD00489,PRD038,2,52,104
ITEM002023,ORD00474,PRD030,1,-25,0
ITEM003097,ORD00709,PRD039,1,120,120
ITEM003754,ORD00845,PRD022,2,29,58
ITEM004247,ORD00958,PRD035,4,,268
ITEM002928,ORD00675,PRD027,3,275,825
ITEM003415,ORD00775,PRD039,1,120,120
ITEM000820,ORD00186,PRD028,3,202,606
ITEM004172,ORD00941,PRD037,1,-94,0
ITEM003650,ORD00824,PRD013,4,124,496
ITEM001436,ORD00340,PRD014,3,12100,36300
ITEM000590,ORD00139,PRD022,100,29,116
ITEM002062,ORD00481,PRD043,5,62,310
ITEM001630,ORD00382,PRD010,3,125,375
ITEM000804,ORD00182,PRD019,5,65,
ITEM002172,ORD00504,PRD015,3,35,105
ITEM002210,ORD00510,PRD007,1,51,51
ITEM004185,ORD00946,PRD002,2,128,256
ITEM001352,ORD00322,PRD039,1,120,120
ITEM000727,ORD00167,PRD026,1,184,184
ITEM001586,ORD00374,PRD036,2,54,
ITEM000548,ORD00130,PRD006,1,20,20
ITEM004093,ORD00922,PRD034,5,125,625
ITEM004223,ORD00953,PRD036,3,54,162
ITEM003118,ORD00713,PRD028,3,202,606
ITEM004405,ORD00990,PRD018,1,43,43
ITEM002320,ORD00535,PRD011,4,96,384
ITEM000118,ORD00030,PRD021,3,-43,0
ITEM002545,ORD00584,PRD003,1,157,157
ITEM001779,ORD00414,PRD015,1,35,35
ITEM001708,ORD00398,PRD015,4,35,140
ITEM003922,ORD00883,PRD026,5,184,920
ITEM002690,ORD00619,PRD019,3,65,195
ITEM000234,ORD00056,PRD038,5,52,260
ITEM000873,ORD00200,PRD010,1,125,
ITEM001218,ORD00289,PRD037,2,94,188
ITEM003817,ORD00862,PRD005,5,48,240
ITEM001892,ORD00441,PRD038,2,52,104
ITEM004190,ORD00947,PRD042,5,68,340
ITEM002006,ORD00468,PRD014,2,0,0
ITEM003908,ORD00880,PRD012,1,21,
ITEM003544,ORD00802,PRD018,3,43,129
ITEM001022,ORD00238,PRD031,3,143,429
ITEM000127,ORD00031,PRD010,1,125,125
ITEM003459,ORD00785,PRD014,1,121,121
ITEM001610,ORD00378,PRD011,4,96,384
ITEM004038,ORD00907,PRD011,5,,480
ITEM001418,ORD00336,PRD008,2,67,134
ITEM002170,ORD00503,PRD013,5,124,620
ITEM001549,ORD00365,PRD041,1,43,
ITEM003924,ORD00884,PRD021,3,43,129
ITEM003021,ORD00692,PRD027,1,275,275
ITEM003167,ORD00722,PRD030,1,-25,0
ITEM000563,ORD00134,PRD016,2,77,154
ITEM003049,ORD00698,PRD034,5,125,625
ITEM001615,ORD00379,PRD024,3,47,141
ITEM004302,ORD00967,PRD027,4,275,1100
ITEM000259,ORD00062,PRD044,2,43,86
ITEM004319,ORD00970,PRD015,3,35,105
ITEM003482,ORD00790,PRD025,2,-110,0
ITEM001278,ORD00304,PRD036,4,,
ITEM003306,ORD00750,PRD016,4,77,308
ITEM003986,ORD00897,PRD027,3,275,825
ITEM004378,ORD00984,PRD010,4,125,500
ITEM002242,ORD00517,PRD013,3,124,372
ITEM002057,ORD00480,PRD006,3,20,60
ITEM002916,ORD00673,PRD023,-1,199,597
ITEM003123,ORD00714,PRD033,3,202,606
ITEM003164,ORD00722,PRD012,5,0,0
ITEM000976,ORD00228,PRD043,2,62,124
ITEM001899,ORD00443,PRD029,5,218,
ITEM000464,ORD00106,PRD010,2,125,250
ITEM000940,ORD00219,PRD039,3,120,360
ITEM000980,ORD00229,PRD042,2,0,0
ITEM003469,ORD00787,PRD022,2,29,58
ITEM000780,ORD00177,PRD026,2,184,368
ITEM001963,ORD00458,PRD005,5,48,240
ITEM002105,ORD00491,PRD010,5,,625
ITEM001692,ORD00395,PRD015,4,35,140
ITEM003450,ORD00783,PRD042,5,68,340
ITEM002791,ORD00641,PRD010,3,125,375
ITEM000055,ORD00010,PRD044,4,43,172
ITEM003578,ORD00810,PRD040,4,284,1136
ITEM001469,ORD00346,PRD027,1,275,275
ITEM000639,ORD00148,PRD042,1,68,68
ITEM004339,ORD00977,PRD006,4,20,80
ITEM002398,ORD00549,PRD017,4,20,80
ITEM000599,ORD00141,PRD034,1,125,125
ITEM000880,ORD00201,PRD021,4,43,172
ITEM003417,ORD00776,PRD026,3,184,552
ITEM000828,ORD00188,PRD024,1,47,47
ITEM003624,ORD00820,PRD030,4,25,100
ITEM002277,ORD00526,PRD011,1,96,96
ITEM003824,ORD00863,PRD016,3,,231
ITEM000081,ORD00019,PRD010,3,125,375
ITEM000579,ORD00137,PRD012,2,21,42
ITEM002695,ORD00620,PRD011,1,96,96
ITEM003780,ORD00853,PRD040,3,284,852
ITEM003462,ORD00786,PRD008,4,67,268
ITEM002305,ORD00532,PRD005,1,48,48
ITEM002540,ORD00581,PRD042,5,68,340
ITEM002406,ORD00552,PRD037,4,94,376
ITEM000617,ORD00144,PRD042,3,68,204
ITEM004424,ORD00995,PRD014,2,121,242
ITEM001314,ORD00312,PRD016,4,77,308
ITEM000619,ORD00144,PRD010,2,125,250
ITEM003281,ORD00745,PRD044,4,43,172
ITEM000437,ORD00101,PRD012,4,21,84
ITEM003143,ORD00718,PRD036,5,54,270
ITEM000944,ORD00219,PRD037,2,94,188
ITEM004260,ORD00961,PRD019,4,0,0
ITEM002793,ORD00641,PRD027,4,275,1100
ITEM003028,ORD00695,PRD025,2,110,220
ITEM003552,ORD00804,PRD043,3,62,186
ITEM000692,ORD00160,PRD004,5,444,
ITEM000840,ORD00192,PRD030,5,25,125
ITEM003282,ORD00746,PRD044,4,43,172
ITEM003695,ORD00832,PRD027,4,275,1100
ITEM003637,ORD00822,PRD031,3,143,429
ITEM003880,ORD00876,PRD031,2,143,
ITEM000854,ORD00195,PRD036,2,,
ITEM004180,ORD00944,PRD010,4,125,
ITEM003372,ORD00764,PRD032,2,10000,20000
ITEM001196,ORD00282,PRD037,5,94,470
ITEM001401,ORD00333,PRD026,3,184,552
ITEM001866,ORD00434,PRD027,2,275,550
ITEM002036,ORD00477,PRD021,4,43,172
ITEM001171,ORD00274,PRD015,4,35,140
ITEM002085,ORD00487,PRD033,3,202,606
ITEM002382,ORD00546,PRD023,1,199,199
ITEM000893,ORD00204,PRD039,3,120,360
ITEM003238,ORD00736,PRD019,3,65,195
ITEM000943,ORD00219,PRD024,3,4700,14100
ITEM000552,ORD00131,PRD009,1,152,152
ITEM002460,ORD00563,PRD039,4,120,480
ITEM000025,ORD00005,PRD015,2,35,70
ITEM003933,ORD00887,PRD010,3,125,375
ITEM003212,ORD00732,PRD031,5,143,715
ITEM001235,ORD00292,PRD030,4,25,100
ITEM000921,ORD00213,PRD037,5,94,470
ITEM002016,ORD00472,PRD013,1,124,124
ITEM003919,ORD00882,PRD031,4,143,572
ITEM003847,ORD00867,PRD037,5,94,470
ITEM001038,ORD00241,PRD036,1,54,54
ITEM001887,ORD00440,PRD037,1,94,94
ITEM001127,ORD00264,PRD037,5,94,470
ITEM001114,ORD00262,PRD018,4,43,172
ITEM001752,ORD00409,PRD002,4,128,512
ITEM001646,ORD00386,PRD004,2,444,888
ITEM000483,ORD00112,PRD030,2,25,50
ITEM002889,ORD00666,PRD012,1,21,21
ITEM003969,ORD00894,PRD037,3,94,282
ITEM001013,ORD00235,PRD012,3,21,63
ITEM003520,ORD00797,PRD009,4,152,608
ITEM001533,ORD00363,PRD038,2,52,104
ITEM000491,ORD00116,PRD008,4,67,268
ITEM001131,ORD00265,PRD011,3,,288
ITEM000895,ORD00205,PRD033,2,202,404
ITEM000278,ORD00067,PRD011,4,96,384
ITEM000850,ORD00195,PRD028,2,202,404
ITEM002615,ORD00601,PRD034,1,125,125
ITEM003080,ORD00705,PRD040,3,284,852
ITEM002827,ORD00650,PRD034,4,125,500
ITEM002789,ORD00641,PRD025,1,11000,11000
ITEM003577,ORD00810,PRD029,2,218,436
ITEM001678,ORD00392,PRD040,2,284,568
ITEM002708,ORD00622,PRD039,3,120,360
ITEM002836,ORD00651,PRD004,1,444,444
ITEM001014,ORD00236,PRD020,1,44,44
ITEM000370,ORD00083,PRD012,4,21,84
ITEM002694,ORD00619,PRD007,2,51,102
ITEM002595,ORD00596,PRD020,4,0,0
ITEM003128,ORD00715,PRD009,3,152,456
ITEM002490,ORD00569,PRD008,4,67,268
ITEM002339,ORD00540,PRD016,1,77,77
ITEM001948,ORD00455,PRD037,3,94,282
ITEM004004,ORD00900,PRD044,4,43,172
ITEM001880,ORD00439,PRD007,5,51,255
ITEM001861,ORD00432,PRD029,4,218,872
ITEM001616,ORD00379,PRD013,3,124,372
ITEM001968,ORD00459,PRD017,2,20,40
ITEM000807,ORD00183,PRD022,1,29,29
ITEM003740,ORD00842,PRD021,5,0,0
ITEM004263,ORD00961,PRD042,3,68,204
ITEM001980,ORD00460,PRD011,4,96,384
ITEM002304,ORD00531,PRD012,5,21,105
ITEM003156,ORD00720,PRD012,1,21,21
ITEM001447,ORD00342,PRD003,5,157,785
ITEM000453,ORD00105,PRD041,3,0,0
ITEM001027,ORD00239,PRD009,3,152,456
ITEM003875,ORD00873,PRD043,5,62,310
ITEM001259,ORD00299,PRD023,4,199,796
ITEM000357,ORD00081,PRD001,3,431,1293
ITEM004156,ORD00938,PRD007,1,51,51
ITEM002156,ORD00500,PRD044,5,43,215
ITEM001405,ORD00333,PRD030,1,25,
ITEM003896,ORD00878,PRD006,2,20,40
ITEM001028,ORD00239,PRD040,4,284,1136
ITEM002732,ORD00627,PRD039,4,120,480
ITEM003832,ORD00865,PRD016,4,77,308
ITEM003284,ORD00746,PRD032,3,100,300
ITEM002849,ORD00654,PRD031,4,143,572
ITEM001382,ORD00328,PRD030,2,25,50
ITEM000942,ORD00219,PRD021,5,43,215
ITEM002825,ORD00649,PRD014,3,121,363
ITEM000411,ORD00094,PRD008,3,67,201
ITEM000351,ORD00079,PRD008,3,67,201
ITEM002036,ORD00477,PRD021,4,43,172
ITEM001496,ORD00351,PRD020,2,44,88
ITEM003625,ORD00821,PRD025,3,110,330
ITEM002311,ORD00534,PRD036,1,54,54
ITEM001416,ORD00335,PRD016,1,77,77
ITEM001360,ORD00323,PRD035,2,67,134
ITEM004355,ORD00981,PRD013,5,124,620
ITEM000451,ORD00104,PRD004,2,-444,0
ITEM003358,ORD00763,PRD043,5,62,310
ITEM002392,ORD00548,PRD002,2,128,256
ITEM004427,ORD00996,PRD030,2,0,0
ITEM000731,ORD00168,PRD039,2,-120,0
ITEM004384,ORD00985,PRD034,5,0,0
ITEM000282,ORD00068,PRD021,3,43,129
ITEM000203,ORD00050,PRD030,4,25,100
ITEM002384,ORD00546,PRD028,5,202,1010
ITEM004106,ORD00924,PRD023,5,199,995
ITEM000168,ORD00039,PRD021,1,43,43
ITEM003031,ORD00695,PRD044,1,,
ITEM003664,ORD00827,PRD009,2,152,304
ITEM003338,ORD00758,PRD020,4,-44,0
ITEM000302,ORD00071,PRD030,-1,25,100
ITEM001344,ORD00320,PRD007,5,51,255
ITEM001452,ORD00342,PRD017,1,20,
ITEM002594,ORD00595,PRD015,2,35,70
ITEM001893,ORD00441,PRD044,1,43,43
ITEM000756,ORD00173,PRD013,4,124,496
ITEM002609,ORD00600,PRD026,3,184,552
ITEM000622,ORD00145,PRD027,2,,550
ITEM001758,ORD00410,PRD003,5,157,785
ITEM003386,ORD00768,PRD005,4,48,192
ITEM000957,ORD00222,PRD013,2,124,248
ITEM001089,ORD00254,PRD027,5,275,1375
ITEM003087,ORD00706,PRD041,4,43,172
ITEM001782,ORD00415,PRD003,4,157,628
ITEM001595,ORD00375,PRD027,0,275,
ITEM002787,ORD00640,PRD034,1,125,125
ITEM000984,ORD00230,PRD026,3,184,552
ITEM003420,ORD00776,PRD013,5,124,620
ITEM002640,ORD00606,PRD004,2,444,888
ITEM001978,ORD00460,PRD042,1,,68
ITEM000124,ORD00030,PRD029,1,218,218
ITEM001372,ORD00326,PRD010,3,125,375
ITEM003766,ORD00850,PRD011,1,,96
ITEM001945,ORD00454,PRD013,4,0,0
ITEM002109,ORD00491,PRD036,2,,108
ITEM002641,ORD00607,PRD044,5,43,215
ITEM004160,ORD00938,PRD003,1,157,157
ITEM001182,ORD00278,PRD029,5,218,1090
ITEM003726,ORD00838,PRD032,100,100,500
ITEM000540,ORD00129,PRD041,4,43,172
ITEM003813,ORD00860,PRD011,1,96,96
ITEM003237,ORD00736,PRD034,5,125,625
ITEM002199,ORD00508,PRD044,1,43,43
ITEM003144,ORD00718,PRD003,4,157,628
ITEM003446,ORD00782,PRD015,1,35,
ITEM003712,ORD00835,PRD036,4,54,216
ITEM000297,ORD00070,PRD035,2,67,134
ITEM004043,ORD00909,PRD036,2,54,108
ITEM004076,ORD00917,PRD043,3,62,186
ITEM003260,ORD00741,PRD010,4,125,500
ITEM002017,ORD00472,PRD001,2,431,862
ITEM000530,ORD00125,PRD013,5,124,620
ITEM001286,ORD00306,PRD002,1,128,
ITEM003113,ORD00712,PRD008,4,67,268
ITEM000478,ORD00110,PRD003,2,,314
ITEM004240,ORD00957,PRD006,3,20,60
ITEM002233,ORD00516,PRD029,2,218,436
ITEM003154,ORD00720,PRD015,3,35,105
ITEM003633,ORD00822,PRD018,2,43,86
ITEM001743,ORD00405,PRD015,4,35,140
ITEM000876,ORD00200,PRD025,2,110,220
ITEM000228,ORD00055,PRD043,-1,62,310
ITEM002521,ORD00578,PRD012,4,21,84
ITEM004237,ORD00956,PRD011,1,96,96
ITEM001178,ORD00277,PRD035,4,67,268
ITEM001799,ORD00418,PRD012,4,21,84
ITEM000387,ORD00087,PRD035,2,67,134
ITEM002992,ORD00685,PRD011,3,,288
ITEM002980,ORD00683,PRD007,4,0,0
ITEM004350,ORD00980,PRD025,1,110,110
ITEM001971,ORD00459,PRD039,5,120,600
ITEM002993,ORD00685,PRD040,1,284,284
ITEM001703,ORD00398,PRD010,1,125,125
ITEM003437,ORD00780,PRD040,4,284,1136
ITEM003457,ORD00784,PRD026,3,184,552
ITEM000833,ORD00189,PRD017,5,20,100
ITEM003351,ORD00760,PRD032,3,100,300
ITEM000560,ORD00133,PRD044,1,43,43
ITEM002064,ORD00482,PRD020,3,44,132
ITEM002405,ORD00552,PRD003,2,157,314
ITEM001657,ORD00389,PRD012,4,21,84
ITEM002752,ORD00632,PRD015,4,-35,0
ITEM002702,ORD00621,PRD033,5,0,0
ITEM003369,ORD00764,PRD023,5,199,995
ITEM003955,ORD00892,PRD032,3,100,300
ITEM001283,ORD00305,PRD016,3,77,231
ITEM004280,ORD00964,PRD040,2,284,
ITEM000275,ORD00066,PRD037,3,94,282
ITEM000196,ORD00048,PRD041,1,43,43
ITEM004117,ORD00928,PRD011,100,96,384
ITEM002528,ORD00579,PRD009,3,152,456
ITEM002492,ORD00569,PRD028,5,202,1010
ITEM003728,ORD00838,PRD016,1,0,0
ITEM002674,ORD00614,PRD007,2,51,102
ITEM001702,ORD00397,PRD035,3,67,201
ITEM000371,ORD00083,PRD035,3,67,201
ITEM001439,ORD00340,PRD038,2,0,0
ITEM002532,ORD00580,PRD020,5,44,220
ITEM001063,ORD00248,PRD023,4,199,796
ITEM001939,ORD00453,PRD031,4,143,572
ITEM003040,ORD00697,PRD015,1,35,35
ITEM002743,ORD00630,PRD017,3,20,60
ITEM004147,ORD00935,PRD012,2,21,42
ITEM003403,ORD00771,PRD043,2,62,124
ITEM003616,ORD00818,PRD019,2,65,130
ITEM004159,ORD00938,PRD023,3,199,597
ITEM002199,ORD00508,PRD044,1,43,43
ITEM002295,ORD00530,PRD018,2,43,86
ITEM001320,ORD00313,PRD043,2,62,124
ITEM001026,ORD00239,PRD038,1,52,52
ITEM001879,ORD00438,PRD033,1,202,202
ITEM004158,ORD00938,PRD018,1,43,43
ITEM003442,ORD00781,PRD012,4,,84
ITEM002823,ORD00648,PRD040,4,284,
ITEM002359,ORD00543,PRD012,4,,84
ITEM000094,ORD00024,PRD032,2,100,200
ITEM002750,ORD00631,PRD006,3,20,60
ITEM002092,ORD00489,PRD010,3,125,375
ITEM000475,ORD00110,PRD017,3,20,60
ITEM001234,ORD00292,PRD035,4,67,268
ITEM003373,ORD00765,PRD010,4,125,500
ITEM000384,ORD00086,PRD038,1,52,52
ITEM000711,ORD00164,PRD035,4,67,268
ITEM000299,ORD00070,PRD016,5,77,
ITEM002274,ORD00525,PRD036,5,54,270
ITEM000169,ORD00039,PRD002,4,128,512
ITEM002896,ORD00668,PRD035,2,,134
ITEM001223,ORD00290,PRD016,1,77,77
ITEM004204,ORD00949,PRD018,2,43,86
ITEM000416,ORD00096,PRD031,5,143,715
ITEM003189,ORD00727,PRD018,1,,43
ITEM000452,ORD00104,PRD033,2,202,404
ITEM004305,ORD00968,PRD028,2,202,404
ITEM002013,ORD00471,PRD042,2,68,136
ITEM002111,ORD00492,PRD029,5,218,1090
ITEM002654,ORD00611,PRD012,4,21,84
ITEM002851,ORD00654,PRD034,3,125,375
ITEM001509,ORD00355,PRD042,3,0,0
ITEM002722,ORD00626,PRD018,3,43,129
ITEM003699,ORD00833,PRD041,3,43,129
ITEM004111,ORD00926,PRD042,100,68,136
ITEM000998,ORD00232,PRD043,1,62,
ITEM000900,ORD00207,PRD025,5,110,550
ITEM003277,ORD00745,PRD038,4,52,208
ITEM002696,ORD00620,PRD009,4,152,608
ITEM003982,ORD00896,PRD029,4,218,872
ITEM001558,ORD00367,PRD011,1,96,96
ITEM000059,ORD00011,PRD006,5,20,100
ITEM002915,ORD00673,PRD001,2,,862
ITEM001158,ORD00272,PRD032,1,100,
ITEM003335,ORD00757,PRD017,1,-20,0
ITEM003990,ORD00898,PRD031,5,143,715
ITEM001932,ORD00452,PRD003,2,157,314
ITEM003460,ORD00785,PRD041,5,43,215
ITEM003323,ORD00754,PRD029,2,218,436
ITEM001566,ORD00369,PRD031,1,143,143
ITEM001659,ORD00390,PRD020,4,4400,17600
ITEM003704,ORD00834,PRD005,100,48,240
ITEM000808,ORD00183,PRD002,1,128,128
ITEM002995,ORD00687,PRD030,2,25,50
ITEM002631,ORD00605,PRD017,1,20,20
ITEM001966,ORD00458,PRD025,4,110,440
ITEM001667,ORD00391,PRD010,2,125,250
ITEM001281,ORD00305,PRD008,5,67,335
ITEM001240,ORD00293,PRD031,0,143,286
ITEM003475,ORD00789,PRD009,3,152,456
ITEM000775,ORD00177,PRD044,3,43,129
ITEM000618,ORD00144,PRD027,3,275,825
ITEM001331,ORD00317,PRD023,1,199,199
ITEM000655,ORD00151,PRD031,1,143,143
ITEM003280,ORD00745,PRD001,2,431,862
ITEM000747,ORD00172,PRD014,5,121,605
ITEM003389,ORD00769,PRD024,4,47,188
ITEM003673,ORD00829,PRD033,2,202,404
ITEM002278,ORD00526,PRD007,3,51,153
ITEM001174,ORD00275,PRD038,3,52,156
ITEM001976,ORD00460,PRD044,4,43,172
ITEM000736,ORD00169,PRD017,5,20,100
ITEM004130,ORD00932,PRD013,1,124,124
ITEM003858,ORD00870,PRD016,3,77,231
ITEM000752,ORD00172,PRD009,0,152,608
ITEM001930,ORD00452,PRD034,1,,125
ITEM001764,ORD00411,PRD009,4,152,608
ITEM001964,ORD00458,PRD023,1,199,199
ITEM003897,ORD00878,PRD037,-1,94,282
ITEM000262,ORD00062,PRD005,3,48,144
ITEM000482,ORD00112,PRD009,2,152,304
ITEM000164,ORD00038,PRD039,1,120,
ITEM001979,ORD00460,PRD033,3,202,606
ITEM000424,ORD00098,PRD026,2,184,368
ITEM004301,ORD00967,PRD003,1,157,157
ITEM001919,ORD00449,PRD031,2,143,286
ITEM003262,ORD00741,PRD044,1,4300,4300
ITEM001489,ORD00350,PRD018,2,43,86
ITEM003344,ORD00758,PRD035,4,67,268
ITEM002998,ORD00687,PRD024,2,47,94
ITEM001074,ORD00250,PRD015,1,35,35
ITEM001691,ORD00395,PRD032,2,100,200
ITEM001844,ORD00428,PRD006,2,20,40
ITEM002197,ORD00508,PRD023,2,199,398
ITEM002423,ORD00554,PRD040,3,284,852
ITEM001983,ORD00462,PRD001,2,431,862
ITEM001050,ORD00243,PRD018,1,43,43
ITEM000020,ORD00004,PRD013,2,124,248
ITEM003109,ORD00712,PRD043,1,62,62
ITEM000322,ORD00075,PRD022,3,29,87
ITEM000185,ORD00045,PRD014,2,121,242
ITEM002018,ORD00473,PRD005,5,48,240
ITEM002287,ORD00528,PRD036,4,54,
ITEM001348,ORD00321,PRD028,2,202,404
ITEM003666,ORD00827,PRD018,3,43,129
ITEM000064,ORD00012,PRD006,1,20,20
ITEM001399,ORD00331,PRD021,1,43,43
ITEM003915,ORD00882,PRD026,4,184,736
ITEM000006,ORD00001,PRD004,4,-444,0
ITEM004234,ORD00955,PRD027,2,,550
ITEM000332,ORD00077,PRD026,5,184,920
ITEM003639,ORD00823,PRD017,5,20,100
ITEM003091,ORD00708,PRD040,3,284,
ITEM000898,ORD00206,PRD036,2,54,108
ITEM003719,ORD00836,PRD028,2,202,404
ITEM001491,ORD00351,PRD002,5,128,640
ITEM003453,ORD00783,PRD019,1,65,65
ITEM000816,ORD00185,PRD043,4,62,
ITEM003920,ORD00883,PRD004,4,444,1776
ITEM000682,ORD00158,PRD002,4,128,512
ITEM000355,ORD00080,PRD006,0,-20,0
ITEM001253,ORD00297,PRD038,3,52,156
ITEM000982,ORD00229,PRD035,1,67,67
ITEM000247,ORD00060,PRD037,2,94,188
ITEM003747,ORD00844,PRD034,1,125,125
ITEM004253,ORD00960,PRD039,4,120,480
ITEM000647,ORD00149,PRD034,1,125,125
ITEM003657,ORD00825,PRD012,2,21,42
ITEM004171,ORD00941,PRD043,1,62,62
ITEM000374,ORD00083,PRD028,5,202,1010
ITEM003965,ORD00894,PRD041,2,0,0
ITEM000665,ORD00154,PRD002,4,128,512
ITEM000547,ORD00130,PRD015,4,0,0
ITEM001819,ORD00422,PRD014,3,121,363
ITEM000268,ORD00063,PRD010,5,125,625
ITEM002302,ORD00531,PRD036,3,54,162
ITEM004092,ORD00922,PRD027,3,275,825
ITEM002486,ORD00568,PRD041,2,43,86
ITEM003349,ORD00760,PRD016,3,77,
ITEM000341,ORD00078,PRD034,5,125,
ITEM001632,ORD00383,PRD001,3,431,1293
ITEM001451,ORD00342,PRD001,5,431,2155
ITEM003844,ORD00867,PRD017,3,20,60
ITEM001809,ORD00421,PRD010,3,125,375
ITEM000393,ORD00089,PRD036,5,54,270
ITEM003405,ORD00772,PRD027,1,275,275
ITEM001098,ORD00258,PRD036,2,54,108
ITEM004285,ORD00965,PRD038,3,52,156
ITEM004198,ORD00948,PRD037,1,94,94
ITEM001357,ORD00322,PRD003,5,157,785
ITEM001035,ORD00241,PRD035,3,67,201
ITEM000695,ORD00161,PRD001,1,431,431
ITEM000567,ORD00134,PRD001,4,431,1724
ITEM000283,ORD00068,PRD002,4,128,512
ITEM003860,ORD00870,PRD022,1,29,29
ITEM003411,ORD00775,PRD001,3,431,1293
ITEM001016,ORD00236,PRD005,3,48,144
ITEM001146,ORD00270,PRD011,2,96,192
ITEM000928,ORD00215,PRD041,1,43,43
ITEM001910,ORD00446,PRD006,3,20,60
ITEM000702,ORD00163,PRD037,2,0,0
ITEM003981,ORD00896,PRD015,1,35,35
ITEM002349,ORD00542,PRD022,4,29,116
ITEM000558,ORD00132,PRD013,2,124,248
ITEM001614,ORD00379,PRD005,1,48,48
ITEM002275,ORD00525,PRD025,5,11000,55000
ITEM002996,ORD00687,PRD026,5,184,920
ITEM000761,ORD00174,PRD043,5,62,
ITEM003223,ORD00734,PRD034,5,125,625
ITEM003202,ORD00730,PRD018,1,43,43
ITEM002322,ORD00536,PRD037,3,94,282
ITEM003722,ORD00837,PRD017,4,20,
ITEM000851,ORD00195,PRD029,3,,654
ITEM003375,ORD00766,PRD036,3,54,162
ITEM002162,ORD00501,PRD011,2,96,192
ITEM001197,ORD00282,PRD016,5,77,385
